phone_number,is_valid,location
+1 517-979-9893,True,Michigan
+1 754-720-1447,True,Florida
+1 807-608-0822,True,Ontario
+1 352-993-5510,True,Florida
+1 703-616-6386,True,Virginia
+1 723-323-9190,False,
+1 855-469-0033,True,
+1 217-776-3090,True,Illinois
+1 346-573-2228,True,Texas
+1 674-843-9380,False,
+1 853-524-7777,False,
+1 682-485-9294,True,Texas
+1 479-608-2829,True,Arkansas
+1 402-922-8573,True,Nebraska
+1 922-838-5075,False,
+1 717-584-7187,True,Pennsylvania
+1 331-779-7910,True,Illinois
+1 941-236-3508,True,Florida
+1 971-979-2812,True,Oregon
+1 260-265-9449,True,Indiana
+1 525-629-9299,False,
+1 485-684-2411,False,
+1 320-346-0862,True,Minnesota
+1 867-839-8270,True,Northwest Territories/Nunavut/Yukon
+1 279-809-4494,True,California
+1 536-276-1579,False,
+1 999-814-4867,False,
+1 770-482-1105,True,"Lithonia, GA"
+1 806-539-7407,True,Texas
+1 872-749-3013,True,"Chicago, IL"
+1 792-389-3864,False,
+1 385-993-1008,True,Utah
+1 414-497-9870,True,Wisconsin
+1 651-562-0631,True,Minnesota
+1 441-552-2258,False,
+1 437-565-9345,True,Ontario
+1 735-415-2011,False,
+1 367-329-1199,False,
+1 769-204-5761,True,Mississippi
+1 455-877-2349,False,
+1 441-417-1227,True,Bermuda
+1 278-260-8921,False,
+1 856-363-5208,True,New Jersey
+1 836-628-1901,False,
+1 279-628-4573,True,California
+1 202-414-5699,True,Washington D.C.
+1 297-619-6195,False,
+1 514-479-7612,True,Quebec
+1 641-917-2594,True,Iowa
+1 223-883-1943,True,Pennsylvania
+1 545-855-7333,False,
+1 303-854-2142,True,Colorado
+1 242-428-5346,True,Bahamas
+1 449-854-0526,False,
+1 506-243-4386,True,New Brunswick
+1 774-201-9581,True,Massachusetts
+1 604-671-7815,True,British Columbia
+1 453-838-6645,False,
+1 883-643-5806,False,
+1 229-296-1066,True,Georgia
+1 916-879-5263,True,California
+1 221-469-8543,False,
+1 502-439-3950,True,Kentucky
+1 604-603-1990,True,British Columbia
+1 550-277-1754,False,
+1 203-578-2944,True,Connecticut
+1 428-970-9797,False,
+1 931-487-6209,True,Tennessee
+1 783-677-4203,False,
+1 482-951-3296,False,
+1 889-844-7017,False,
+1 213-505-6299,True,"Los Angeles, CA"
+1 541-331-4233,True,Oregon
+1 969-518-3347,False,
+1 359-268-9101,False,
+1 851-364-7410,False,
+1 783-654-0463,False,
+1 613-259-2666,True,Ontario
+1 740-530-0366,True,Ohio
+1 388-259-6323,False,
+1 839-849-0556,False,
+1 349-849-5885,False,
+1 467-322-8309,False,
+1 442-206-6626,True,California
+1 201-880-7120,True,New Jersey
+1 455-808-4485,False,
+1 302-342-4759,True,Delaware
+1 439-804-0346,False,
+1 213-519-6417,True,"Los Angeles, CA"
+1 892-238-2932,False,
+1 533-272-2793,True,
+1 953-982-8505,False,
+1 321-427-9990,True,Florida
+1 753-347-7000,False,
+1 283-484-4067,True,Ohio
+1 892-916-5300,False,
+1 834-559-0495,False,
+1 870-443-9522,True,Arkansas
+1 703-644-2200,True,"Springfield, VA"
+1 217-427-9324,True,"Decatur, IL"
+1 635-752-2419,False,
+1 675-419-6715,False,
+1 523-580-5733,False,
+1 937-861-3396,True,Ohio
+1 773-328-2015,True,"Chicago, IL"
+1 413-775-6869,True,Massachusetts
+1 238-279-8807,False,
+1 897-531-7879,False,
+1 555-660-6080,False,
+1 432-426-1709,True,"Fort Davis, TX"
+1 955-280-5200,False,
+1 282-569-4397,False,
+1 501-471-8453,True,Arkansas
+1 511-331-8536,False,
+1 356-665-0138,False,
+1 938-698-9212,True,Alabama
+1 524-561-8518,False,
+1 762-396-2696,True,Georgia
+1 767-359-4518,False,
+1 376-488-4875,False,
+1 298-326-0875,False,
+1 613-222-9776,True,Ontario
+1 647-878-2916,True,Ontario
+1 232-412-3330,False,
+1 320-931-1611,True,Minnesota
+1 977-235-1227,False,
+1 621-598-1304,False,
+1 244-260-4764,False,
+1 326-793-2311,False,
+1 454-851-0219,False,
+1 682-454-6497,True,Texas
+1 748-933-3409,False,
+1 251-582-4840,True,Alabama
+1 313-868-6198,True,"Highland Park, MI"
+1 276-623-7194,True,"Abingdon, VA"
+1 951-216-4705,True,California
+1 735-200-7311,False,
+1 628-862-0139,True,California
+1 762-993-5764,True,Georgia
+1 651-808-4704,True,Minnesota
+1 735-713-9768,False,
+1 212-517-3624,True,"New York, NY"
+1 833-467-3500,True,
+1 473-654-7444,False,
+1 800-695-7136,True,
+1 895-969-7586,False,
+1 821-527-4662,False,
+1 828-944-6341,True,North Carolina
+1 264-936-0034,False,
+1 325-555-3628,True,Texas
+1 686-479-3627,False,
+1 738-536-0784,False,
+1 457-625-9551,False,
+1 868-206-6870,False,
+1 948-331-7431,False,
+1 983-301-6616,False,
+1 406-892-7087,True,"Columbia Falls, MT"
+1 612-565-2654,True,Minnesota
+1 634-315-8576,False,
+1 485-568-4734,False,
+1 454-462-4111,False,
+1 273-416-5995,False,
+1 808-246-3067,True,"Lihue, HI"
+1 494-316-2826,False,
+1 643-610-3554,False,
+1 678-984-4691,True,Georgia
+1 254-521-3281,True,Texas
+1 625-502-8934,False,
+1 603-893-7543,True,"Salem, NH"
+1 559-544-8616,True,California
+1 379-559-0659,False,
+1 675-904-0586,False,
+1 461-314-9409,False,
+1 482-859-3850,False,
+1 993-270-6139,False,
+1 498-934-2269,False,
+1 920-309-0938,True,Wisconsin
+1 447-740-3672,False,
+1 979-461-2035,True,Texas
+1 720-218-4198,True,Colorado
+1 700-451-6666,False,
+1 344-948-2019,False,
+1 384-202-3757,False,
+1 834-533-4602,False,
+1 371-959-6202,False,
+1 297-357-0515,False,
+1 467-320-3120,False,
+1 914-920-7002,True,New York
+1 930-876-1527,True,Indiana
+1 956-753-5399,True,"Laredo, TX"
+1 763-301-9043,True,Minnesota
+1 265-970-3953,False,
+1 829-475-6583,True,Dominican Republic
+1 851-589-0340,False,
+1 657-758-8117,True,California
+1 593-774-9572,False,
+1 640-920-3024,True,New Jersey
+1 702-386-7655,True,"Las Vegas, NV"
+1 470-971-9413,True,Georgia
+1 750-564-5457,False,
+1 398-262-9023,False,
+1 201-663-4221,True,New Jersey
+1 483-865-9509,False,
+1 208-681-4188,True,Idaho
+1 671-463-0407,False,
+1 704-202-2708,True,North Carolina
+1 627-763-3220,False,
+1 947-689-1419,True,Michigan
+1 739-292-6519,False,
+1 806-527-1234,True,Texas
+1 462-287-3519,False,
+1 571-574-0696,True,Virginia
+1 457-576-0992,False,
+1 446-798-5554,False,
+1 519-889-5299,True,"Waterloo, ON"
+1 468-588-3588,False,
+1 785-807-1881,True,Kansas
+1 607-622-8499,True,New York
+1 207-900-1514,True,Maine
+1 914-226-1901,True,New York
+1 629-434-1937,True,Tennessee
+1 989-592-6127,True,Michigan
+1 921-909-5639,False,
+1 440-350-1735,True,"Painesville, OH"
+1 432-647-5578,True,Texas
+1 804-439-7042,True,Virginia
+1 610-734-9396,True,"Upper Darby, PA"
+1 370-784-9562,False,
+1 398-212-6198,False,
+1 711-645-5624,False,
+1 589-630-0083,False,
+1 899-656-5387,False,
+1 606-241-9412,True,Kentucky
+1 738-456-3381,False,
+1 584-955-2120,False,
+1 703-847-9684,True,Virginia
+1 428-873-8558,False,
+1 239-643-6607,True,"Naples, FL"
+1 353-325-7219,False,
+1 984-807-2997,True,North Carolina
+1 593-768-7905,False,
+1 306-708-2660,True,Saskatchewan
+1 529-664-3052,False,
+1 328-413-3086,False,
+1 484-292-9984,True,Pennsylvania
+1 923-521-2701,False,
+1 443-609-3428,True,Maryland
+1 885-865-2247,False,
+1 628-375-8949,True,California
+1 528-211-1324,False,
+1 860-426-5456,True,"Southington, CT"
+1 339-573-8463,True,Massachusetts
+1 278-636-3484,False,
+1 776-955-7859,False,
+1 743-954-1304,True,North Carolina
+1 925-747-6902,True,California
+1 736-610-5895,False,
+1 641-357-4070,True,"Clear Lake, IA"
+1 554-407-7679,False,
+1 654-369-0373,False,
+1 562-839-6846,True,California
+1 989-864-6640,True,Michigan
+1 910-577-5721,True,"Jacksonville, NC"
+1 616-352-2578,True,Michigan
+1 658-332-9850,True,Jamaica
+1 720-221-4538,True,Colorado
+1 478-684-6761,True,Georgia
+1 654-490-6052,False,
+1 839-949-0233,False,
+1 765-836-1873,True,Indiana
+1 278-583-0073,False,
+1 386-631-5345,True,Florida
+1 238-210-0398,False,
+1 798-926-4723,False,
+1 753-677-5970,False,
+1 280-723-7284,False,
+1 588-934-7460,True,
+1 259-283-9229,False,
+1 878-754-7117,True,Pennsylvania
+1 821-325-3969,False,
+1 723-995-4004,False,
+1 258-791-9176,False,
+1 359-885-1698,False,
+1 660-560-1268,True,Missouri
+1 891-640-4489,False,
+1 948-769-2016,False,
+1 835-376-5330,False,
+1 491-680-1134,False,
+1 566-229-0377,True,
+1 858-917-5450,True,California
+1 304-533-2791,True,West Virginia
+1 478-215-1609,True,Georgia
+1 843-934-2355,True,South Carolina
+1 867-488-5960,True,Northwest Territories/Nunavut/Yukon
+1 938-772-3561,True,Alabama
+1 521-287-0083,True,
+1 333-258-5619,False,
+1 260-668-8601,True,"Angola, IN"
+1 623-678-5072,True,Arizona
+1 600-516-2937,True,Canada
+1 462-745-0663,False,
+1 930-553-2910,True,Indiana
+1 442-220-7299,True,California
+1 348-640-8098,False,
+1 831-947-1933,True,California
+1 753-305-0612,False,
+1 536-333-3470,False,
+1 462-847-1143,False,
+1 540-457-9823,True,Virginia
+1 929-960-9284,True,New York
+1 372-564-3976,False,
+1 829-707-3112,True,Dominican Republic
+1 621-542-9430,False,
+1 240-202-7856,True,Maryland
+1 447-743-3272,False,
+1 595-800-2550,False,
+1 560-703-9786,False,
+1 802-906-2056,True,Vermont
+1 648-560-9831,False,
+1 937-228-8366,True,"Dayton, OH"
+1 954-260-1067,True,Florida
+1 804-636-4574,True,Virginia
+1 862-427-0779,True,New Jersey
+1 953-547-7471,False,
+1 572-931-5280,False,
+1 291-436-2981,False,
+1 562-932-4659,True,California
+1 337-894-9343,True,Louisiana
+1 345-487-4350,False,
+1 776-835-5471,False,
+1 415-349-5859,True,California
+1 479-828-9050,True,Arkansas
+1 550-688-1949,False,
+1 560-691-9118,False,
+1 379-702-0078,False,
+1 980-905-2251,True,North Carolina
+1 432-334-2674,True,"Odessa, TX"
+1 788-345-4097,False,
+1 670-447-1716,False,
+1 882-898-8154,False,
+1 255-343-5216,False,
+1 538-375-6099,False,
+1 306-222-4482,True,Saskatchewan
+1 858-865-1809,True,California
+1 670-901-1208,False,
+1 293-508-7078,False,
+1 918-647-9599,True,"Poteau, OK"
+1 746-772-4917,False,
+1 381-888-0610,False,
+1 427-290-4717,False,
+1 490-947-6932,False,
+1 828-378-8888,True,North Carolina
+1 864-328-7663,True,South Carolina
+1 714-392-2257,True,California
+1 303-323-7905,True,Colorado
+1 931-605-8297,True,Tennessee
+1 689-364-5899,True,Florida
+1 446-843-4806,False,
+1 700-544-7236,False,
+1 233-248-5851,False,
+1 536-992-0945,False,
+1 904-413-6606,True,Florida
+1 270-759-5517,True,"Murray, KY"
+1 842-274-1025,False,
+1 571-566-2834,True,Virginia
+1 406-286-0452,True,Montana
+1 585-602-9683,True,New York
+1 342-571-8928,False,
+1 393-220-9246,False,
+1 582-584-5132,False,
+1 600-544-2110,True,Canada
+1 263-507-5238,False,
+1 868-760-0011,True,Trinidad & Tobago
+1 656-376-5001,False,
+1 858-479-7134,True,California
+1 471-434-0741,False,
+1 635-474-4268,False,
+1 800-252-7787,True,
+1 678-819-4763,True,Georgia
+1 890-557-9499,False,
+1 708-985-5378,True,Illinois
+1 986-376-8479,True,Idaho
+1 877-599-1175,True,
+1 477-996-6520,False,
+1 455-746-5756,False,
+1 587-603-7366,True,Alberta
+1 214-471-9035,True,Texas
+1 887-934-4183,False,
+1 361-878-2323,True,Texas
+1 345-341-1361,False,
+1 307-497-3709,True,Wyoming
+1 322-780-8237,False,
+1 467-477-1146,False,
+1 468-293-8719,False,
+1 388-227-6287,False,
+1 991-576-1375,False,
+1 237-756-1216,False,
+1 951-399-2988,True,California
+1 312-829-6009,True,"Chicago, IL"
+1 616-656-8860,True,Michigan
+1 833-402-5922,True,
+1 596-569-1091,False,
+1 930-327-4944,True,Indiana
+1 603-468-4448,True,New Hampshire
+1 564-672-7025,True,Washington State
+1 583-702-6004,False,
+1 215-860-6703,True,"Newtown, PA"
+1 952-570-5309,True,Minnesota
+1 690-532-4916,False,
+1 660-504-6620,True,Missouri
+1 299-933-2442,False,
+1 712-862-8024,True,Iowa
+1 821-307-2616,False,
+1 340-776-8026,True,U.S. Virgin Islands
+1 934-432-5979,True,"New York, NY"
+1 396-225-7921,False,
+1 942-655-3380,False,
+1 918-541-3796,True,Oklahoma
+1 645-648-8177,False,
+1 956-898-3030,True,Texas
+1 367-298-4909,False,
+1 647-331-2511,True,Ontario
+1 809-573-0656,True,La Vega
+1 560-612-6033,False,
+1 457-670-5953,False,
+1 761-826-3193,False,
+1 358-756-9287,False,
+1 435-741-9471,True,Utah
+1 854-538-1060,True,Ohio
+1 915-430-5311,True,Texas
+1 526-847-1763,False,
+1 627-268-0539,False,
+1 684-569-7844,False,
+1 900-405-5566,True,
+1 497-968-0691,False,
+1 618-661-4238,True,Illinois
+1 888-285-5658,True,
+1 234-385-7221,True,Ohio
+1 919-398-4768,True,North Carolina
+1 300-971-0013,False,
+1 251-643-3303,True,Alabama
+1 287-804-1634,False,
+1 572-739-1320,False,
+1 283-963-0528,True,Ohio
+1 596-677-8231,False,
+1 761-231-8665,False,
+1 794-265-9389,False,
+1 866-305-9485,True,
+1 304-491-4743,True,West Virginia
+1 571-880-2044,True,Virginia
+1 418-537-7400,True,Quebec
+1 925-580-2319,True,California
+1 682-422-5647,True,Texas
+1 759-351-9885,False,
+1 421-654-8716,False,
+1 828-413-4929,True,North Carolina
+1 289-727-6510,True,Ontario
+1 490-739-0307,False,
+1 664-628-4132,False,
+1 595-227-1152,False,
+1 233-651-5875,False,
+1 678-659-1978,True,Georgia
+1 713-435-7309,True,Texas
+1 348-316-9937,False,
+1 314-217-9652,True,Missouri
+1 369-970-6073,False,
+1 777-710-8988,False,
+1 301-775-1354,True,Maryland
+1 422-945-3820,False,
+1 785-276-5526,True,Kansas
+1 288-604-5329,False,
+1 254-320-9464,True,Texas
+1 230-982-5809,False,
+1 766-627-4766,False,
+1 704-781-5772,True,"Concord, NC"
+1 962-382-7108,False,
+1 290-503-1654,False,
+1 507-896-3950,True,"Houston, MN"
+1 286-287-9623,False,
+1 996-307-2215,False,
+1 720-752-8037,True,Colorado
+1 994-894-1707,False,
+1 531-966-7790,True,Nebraska
+1 702-657-3988,True,"North Las Vegas, NV"
+1 942-470-9336,False,
+1 282-990-1890,False,
+1 706-381-2805,True,Georgia
+1 462-897-2708,False,
+1 620-320-2152,True,Kansas
+1 827-663-0330,False,
+1 998-775-0745,False,
+1 834-444-5456,False,
+1 806-887-2594,True,Texas
+1 670-330-5814,False,
+1 689-668-5740,True,Florida
+1 314-841-0731,True,Missouri
+1 546-491-1508,False,
+1 242-732-8690,False,
+1 983-269-2564,False,
+1 765-356-9107,True,Indiana
+1 888-757-4383,True,
+1 357-918-0973,False,
+1 564-663-0187,True,Washington State
+1 702-899-0903,True,Nevada
+1 783-406-0894,False,
+1 444-998-8595,False,
+1 443-569-9235,True,Maryland
+1 956-236-6461,True,Texas
+1 840-600-5274,False,
+1 753-433-2996,False,
+1 887-346-5661,False,
+1 281-802-6303,True,Texas
+1 440-740-3937,True,Ohio
+1 750-518-9566,False,
+1 575-623-1484,True,"Roswell, NM"
+1 411-423-3795,False,
+1 889-541-0607,False,
+1 306-741-9809,True,Saskatchewan
+1 377-538-5313,False,
+1 887-501-7686,False,
+1 350-598-9856,False,
+1 925-341-6738,True,California
+1 913-786-6829,True,Kansas
+1 564-206-7168,True,Washington State
+1 492-525-6623,False,
+1 240-300-4283,True,Maryland
+1 486-526-0215,False,
+1 447-504-9831,False,
+1 694-296-3126,False,
+1 389-388-7127,False,
+1 203-526-2210,True,Connecticut
+1 799-966-2703,False,
+1 209-644-4625,True,California
+1 543-925-4005,False,
+1 504-648-6954,True,Louisiana
+1 538-291-4193,False,
+1 515-268-1740,True,Iowa
+1 891-283-6823,False,
+1 795-801-4948,False,
+1 623-328-9819,True,Arizona
+1 855-307-0468,True,
+1 255-492-3639,False,
+1 265-561-8371,False,
+1 526-683-4627,False,
+1 960-427-0742,False,
+1 248-945-9201,True,Michigan
+1 206-557-1525,True,Washington State
+1 888-332-3160,True,
+1 615-555-4625,True,Tennessee
+1 688-947-4161,False,
+1 530-729-8772,True,California
+1 225-915-2565,True,Louisiana
+1 341-643-8189,True,California
+1 631-994-6244,True,New York
+1 288-368-4350,False,
+1 663-939-0782,False,
+1 503-596-9828,True,Oregon
+1 405-637-0283,True,Oklahoma
+1 722-206-4068,False,
+1 309-858-8343,True,Illinois
+1 836-309-8428,False,
+1 970-496-6217,True,"Fort Collins, CO"
+1 492-710-0363,False,
+1 896-395-8399,False,
+1 675-382-0351,False,
+1 221-419-2223,False,
+1 305-991-6834,True,Florida
+1 483-963-8740,False,
+1 995-810-8783,False,
+1 324-950-6173,False,
+1 416-373-2181,True,Ontario
+1 911-855-7773,False,
+1 301-888-7841,True,Maryland
+1 912-573-4918,True,Georgia
+1 736-661-1626,False,
+1 248-520-5432,True,Michigan
+1 912-280-6885,True,"Brunswick, GA"
+1 989-903-5218,True,Michigan
+1 969-443-9834,False,
+1 795-943-0270,False,
+1 318-445-8445,True,"Alexandria, LA"
+1 515-324-8441,True,Iowa
+1 329-615-4545,False,
+1 970-650-7366,True,Colorado
+1 515-559-3306,True,Iowa
+1 317-735-2919,True,Indiana
+1 954-732-9568,True,Florida
+1 606-955-7939,True,Kentucky
+1 479-686-8356,True,Arkansas
+1 279-438-3387,True,California
+1 645-922-1919,False,
+1 228-271-6643,True,Mississippi
+1 371-335-1183,False,
+1 290-449-6251,False,
+1 616-476-5956,True,Michigan
+1 996-496-5524,False,
+1 709-638-2732,True,Newfoundland and Labrador
+1 874-552-0830,False,
+1 404-477-9511,True,"Atlanta, GA"
+1 259-981-9300,False,
+1 724-306-3664,True,Pennsylvania
+1 661-399-1821,True,"Bakersfield, CA"
+1 837-502-4263,False,
+1 548-501-6804,True,Ontario
+1 924-867-0692,False,
+1 727-385-5380,True,Florida
+1 331-642-0701,True,Illinois
+1 224-475-4359,True,Illinois
+1 804-434-5200,True,Virginia
+1 662-228-0266,True,Mississippi
+1 397-877-0219,False,
+1 486-896-1091,False,
+1 532-819-1152,False,
+1 876-228-9261,False,
+1 788-798-8272,False,
+1 772-977-7136,True,Florida
+1 860-595-9978,True,Connecticut
+1 538-247-8847,False,
+1 934-389-9917,True,"New York, NY"
+1 747-256-1965,True,California
+1 937-438-9145,True,"Dayton, OH"
+1 902-947-0674,True,Nova Scotia/Prince Edward Island
+1 886-881-2592,False,
+1 693-756-6064,False,
+1 492-541-2033,False,
+1 265-423-9322,False,
+1 221-261-3975,False,
+1 230-627-7649,False,
+1 286-746-6943,False,
+1 516-641-3795,True,New York
+1 787-505-1390,True,Puerto Rico
+1 999-249-2768,False,
+1 943-502-8554,False,
+1 945-220-9483,False,
+1 616-832-0943,True,Michigan
+1 284-398-1216,False,
+1 370-576-0353,False,
+1 726-711-6431,True,"San Antonio, TX"
+1 353-237-6681,False,
+1 733-813-7502,False,
+1 441-591-3274,True,Bermuda
+1 876-206-5773,False,
+1 344-360-0839,False,
+1 943-888-6408,False,
+1 225-362-3765,True,Louisiana
+1 226-608-5240,True,Ontario
+1 267-856-3137,True,Pennsylvania
+1 901-739-8192,True,Tennessee
+1 435-681-5109,True,Utah
+1 488-645-7141,False,
+1 497-465-1576,False,
+1 976-341-6568,False,
+1 234-490-9147,True,Ohio
+1 800-284-9025,True,
+1 706-778-0046,True,"Cornelia, GA"
+1 846-922-2293,False,
+1 574-666-5198,True,Indiana
+1 785-304-6148,True,Kansas
+1 673-516-8970,False,
+1 723-413-7375,False,
+1 307-276-1010,True,"Big Piney, WY"
+1 311-840-7242,False,
+1 566-587-9474,True,
+1 373-274-4673,False,
+1 600-817-0186,True,Canada
+1 925-401-2717,True,California
+1 346-255-6307,True,Texas
+1 290-588-3444,False,
+1 808-874-8633,True,"Kihei, HI"
+1 201-267-7241,True,New Jersey
+1 923-389-3033,False,
+1 500-386-0005,True,
+1 676-854-7794,False,
+1 887-839-4834,False,
+1 962-458-5325,False,
+1 763-508-6912,True,Minnesota
+1 896-637-4948,False,
+1 603-433-5299,True,"Portsmouth, NH"
+1 482-709-4773,False,
+1 268-589-3805,False,
+1 206-611-0220,True,Washington State
+1 953-626-4438,False,
+1 256-516-0721,True,Alabama
+1 828-692-4678,True,"Hendersonville, NC"
+1 888-759-9340,True,
+1 207-649-0925,True,Maine
+1 317-386-6934,True,Indiana
+1 273-322-1627,False,
+1 238-611-4352,False,
+1 726-871-0731,True,"San Antonio, TX"
+1 871-650-2449,False,
+1 557-738-9182,False,
+1 414-904-4028,True,Wisconsin
+1 469-678-0553,True,Texas
+1 762-420-2720,True,Georgia
+1 340-652-3178,False,
+1 474-263-5790,False,
+1 458-339-4788,True,Oregon
+1 246-755-5664,False,
+1 809-564-4488,True,Dominican Republic
+1 924-563-6743,False,
+1 418-716-5202,True,Quebec
+1 657-962-9451,True,California
+1 898-870-1942,False,
+1 977-492-7479,False,
+1 826-903-1330,False,
+1 210-334-5513,True,"San Antonio, TX"
+1 389-699-1370,False,
+1 476-939-1475,False,
+1 507-336-5679,True,Minnesota
+1 777-525-1468,False,
+1 243-918-0868,False,
+1 356-968-8060,False,
+1 342-868-1422,False,
+1 231-404-7244,True,Michigan
+1 983-477-5416,False,
+1 990-891-8253,False,
+1 599-603-1227,False,
+1 643-830-4101,False,
+1 589-620-8650,False,
+1 997-526-7814,False,
+1 360-394-8685,True,"Poulsbo, WA"
+1 334-757-9061,True,Alabama
+1 358-292-9414,False,
+1 398-335-7333,False,
+1 578-683-5692,False,
+1 204-364-9402,True,Manitoba
+1 633-405-6791,False,
+1 276-217-7389,True,Virginia
+1 357-853-9372,False,
+1 820-413-0609,True,California
+1 683-203-2335,False,
+1 906-973-6894,True,Michigan
+1 374-873-3505,False,
+1 759-355-9611,False,
+1 322-921-8273,False,
+1 418-336-0423,True,Quebec
+1 303-787-0640,True,Colorado
+1 790-840-4432,False,
+1 432-765-5437,True,Texas
+1 585-471-4008,True,New York
+1 916-407-2278,True,California
+1 448-916-1972,False,
+1 492-463-6904,False,
+1 973-994-2273,True,"Livingston, NJ"
+1 404-439-8787,True,Georgia
+1 298-393-5882,False,
+1 500-560-4922,True,
+1 278-966-6105,False,
+1 489-677-9656,False,
+1 828-577-8326,True,North Carolina
+1 787-390-3440,True,Puerto Rico
+1 551-518-1828,True,New Jersey
+1 849-758-1074,True,Dominican Republic
+1 836-382-4572,False,
+1 916-323-1260,True,California
+1 716-838-7134,True,"Buffalo, NY"
+1 430-708-9445,True,Texas
+1 954-872-0880,True,Florida
+1 605-457-2405,True,South Dakota
+1 243-414-9320,False,
+1 603-508-5875,True,New Hampshire
+1 706-554-9448,True,"Waynesboro, GA"
+1 948-380-2855,False,
+1 563-865-2956,True,Iowa
+1 870-363-1210,True,Arkansas
+1 908-659-0968,True,New Jersey
+1 517-714-7485,True,Michigan
+1 322-572-4946,False,
+1 856-390-4420,True,New Jersey
+1 957-786-8271,False,
+1 590-409-1348,False,
+1 964-730-3963,False,
+1 613-466-6934,True,Ontario
+1 406-676-1155,True,"Ronan, MT"
+1 339-813-4899,True,Massachusetts
+1 200-900-7694,False,
+1 458-750-5096,True,Oregon
+1 746-584-1307,False,
+1 321-864-9003,True,Florida
+1 335-727-2531,False,
+1 588-433-0235,True,
+1 288-863-7276,False,
+1 962-541-1375,False,
+1 679-527-7045,False,
+1 843-541-0368,True,South Carolina
+1 392-700-1701,False,
+1 316-603-5671,True,Kansas
+1 393-324-4435,False,
+1 387-757-3670,False,
+1 795-206-1635,False,
+1 844-723-6589,True,
+1 773-284-7940,True,"Chicago, IL"
+1 878-357-1139,True,Pennsylvania
+1 385-975-8135,True,Utah
+1 986-902-3947,True,Idaho
+1 319-233-3631,True,"Waterloo, IA"
+1 470-722-6127,True,Georgia
+1 334-481-6818,True,Alabama
+1 425-854-9937,True,Washington State
+1 315-207-2100,True,New York
+1 789-253-6121,False,
+1 736-606-8616,False,
+1 866-470-6312,True,
+1 674-675-5728,False,
+1 695-492-7630,False,
+1 717-340-4666,True,Pennsylvania
+1 975-291-8316,False,
+1 377-767-6984,False,
+1 363-865-3521,False,
+1 683-636-8269,False,
+1 633-278-8294,False,
+1 371-518-5412,False,
+1 852-709-7846,False,
+1 393-202-6090,False,
+1 654-790-3604,False,
+1 315-447-0389,True,New York
+1 405-718-6315,True,Oklahoma
+1 429-230-0303,False,
+1 774-285-9784,True,Massachusetts
+1 345-659-5419,False,
+1 226-794-7922,True,Ontario
+1 498-871-5194,False,
+1 617-836-0844,True,Massachusetts
+1 334-802-8271,True,Alabama
+1 694-507-0723,False,
+1 637-373-9026,False,
+1 876-911-8588,False,
+1 639-328-8684,True,Saskatchewan
+1 579-478-2836,True,Quebec
+1 770-736-3104,True,"Snellville, GA"
+1 322-601-1639,False,
+1 410-210-6162,True,Maryland
+1 792-516-7518,False,
+1 667-619-1164,True,Maryland
+1 926-863-7112,False,
+1 826-743-3822,False,
+1 629-727-0670,True,Tennessee
+1 459-263-6944,False,
+1 309-277-3936,True,"Moline, IL"
+1 471-360-1993,False,
+1 778-301-1034,True,British Columbia
+1 959-808-9201,True,Connecticut
+1 490-756-1838,False,
+1 222-540-9229,False,
+1 451-715-7574,False,
+1 737-885-5218,True,Texas
+1 212-470-8718,True,"New York, NY"
+1 705-682-3810,True,Ontario
+1 272-584-8872,True,Pennsylvania
+1 956-485-4291,True,Texas
+1 708-424-7737,True,Illinois
+1 797-372-3740,False,
+1 743-261-7159,True,North Carolina
+1 213-813-1980,True,"Los Angeles, CA"
+1 665-537-4311,False,
+1 962-893-5274,False,
+1 562-315-0191,True,California
+1 383-530-7969,False,
+1 667-639-4182,True,Maryland
+1 283-952-4261,True,Ohio
+1 761-222-3738,False,
+1 574-810-1093,True,Indiana
+1 760-689-1743,True,California
+1 819-215-9722,True,Quebec
+1 776-827-3138,False,
+1 290-533-4128,False,
+1 439-410-0299,False,
+1 772-630-4248,True,Florida
+1 368-797-9196,False,
+1 853-652-7016,False,
+1 594-723-3230,False,
+1 951-663-2029,True,California
+1 394-587-1374,False,
+1 366-374-6215,False,
+1 501-537-3074,True,"Little Rock, AR"
+1 934-538-7990,True,"New York, NY"
+1 643-588-6096,False,
+1 897-591-3493,False,
+1 728-493-3348,False,
+1 984-652-4228,True,North Carolina
+1 922-869-8934,False,
+1 378-578-3413,False,
+1 881-657-6004,False,
+1 923-708-7609,False,
+1 908-979-0153,True,"Hackettstown, NJ"
+1 599-953-1497,False,
+1 924-229-5798,False,
+1 874-716-7234,False,
+1 564-609-0809,True,Washington State
+1 477-813-8256,False,
+1 886-551-7363,False,
+1 400-875-1899,False,
+1 283-959-7202,True,Ohio
+1 257-603-8609,False,
+1 274-672-1632,False,
+1 430-848-6326,True,Texas
+1 428-397-2174,False,
+1 544-551-6460,True,
+1 257-237-5510,False,
+1 651-726-6539,True,Minnesota
+1 661-624-7612,True,California
+1 520-906-2675,True,Arizona
+1 610-988-3751,True,"Reading, PA"
+1 888-410-0305,True,
+1 811-437-9556,False,
+1 255-497-9745,False,
+1 837-786-6942,False,
+1 666-986-9735,False,
+1 548-881-8687,True,Ontario
+1 632-973-3792,False,
+1 287-892-4944,False,
+1 961-824-8282,False,
